"orden_revision";"prioridad";"estado_revision";"decision_manual";"notas_revisor";"bdns_id";"titulo";"grupo_revision";"comprobacion_recomendada";"fecha_cierre";"fecha_apertura";"url";"motivo_automatico";"origen"
"365";"baja";"pendiente";"";"";"920159";"CONVENIO ESPECÍFICO EN DESARROLLO DEL ACUERDO MARCO DE CONCERTACIÓN SOCIAL ENTRE LA DIPUTACIÓN DE SEVILLA Y COMISIONES OBRERAS";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/920159";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"366";"baja";"pendiente";"";"";"920154";"CONVENIO ESPECÍFICO EN DESARROLLO DEL ACUERDO MARCO DE CONCERTACIÓN SOCIAL ENTRE LA DIPUTACIÓN DE SEVILLA Y LA UNIÓN GENERAL DE TRABAJADORES";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/920154";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"367";"baja";"pendiente";"";"";"913214";"CONVENIO SUBVENCIÓN NOMINATIVA ECONOMÍA SOCIAL 2026";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://sede.madrid.es/portal/site/tramites/menuitem.c61bb691882ed9d32e202e2084f1a5a0/?vgnextoid=5a9d5d53be9a0210VgnVCM100000171f5a0aRCRD&vgnextchannel=5a9d5d53be9a0210VgnVCM100000171f5a0aRCRD&vgnextfmt=default";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"368";"baja";"pendiente";"";"";"923570";"CONVOCATORIA 2026 PARA LA CONCESIÓN DE SUBVENCIONES A PROYECTOS DE COOPERACIÓN AL DESARROLLO DE PAÍSES EMPOBRECIDOS.";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/923570";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"369";"baja";"pendiente";"";"";"921448";"CONVOCATORIA AYUDAS A LA COMPRA DE SEMILLA CERTIFICADA PARA LA PRODUCCIÓN DE PATATA DE CONSUMO EN VALDERREDIBLE EN 2026.";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/921448";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"370";"baja";"pendiente";"";"";"922350";"Convocatoria de la Subvención en régimen de concurrencia competitiva de la Concejalía de Participación Ciudadana del Ayuntamiento de Puerto del Rosario a las entidades sin ánimo de lucro capitalinas que desarrollen proyectos de participación ciudadana";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://sede.puertodelrosario.org";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"371";"baja";"pendiente";"";"";"910989";"CONVOCATORIA DE SUBVENCIONES A AYUNTAMIENTOS DE LA PROVINCIA DE PALENCIA PARA DIGITALIZACIÓN TURÍSTICA";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://sede.diputaciondepalencia.es/";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"372";"baja";"pendiente";"";"";"921214";"Convocatoria de subvenciones a clubes y/o entidades deportivas u otras entidades privadas sin ánimo de lucro de Andoain para el desarrollo de sus actividades anuales extraordinarias para el ejercicio 2026.";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"www.andoain.eus";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"373";"baja";"pendiente";"";"";"921118";"Convocatoria de subvenciones a clubes y/o entidades deportivas u otras entidades privadas sin ánimo de lucro de Andoain para el desarrollo de sus actividades anuales ordinarias para el ejercicio 2026";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"www.andoain.eus";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"374";"baja";"pendiente";"";"";"919911";"CONVOCATORIA DE SUBVENCIONES DE CONCURRENCIA COMPETITIVA PARA APOYAR PROYECTOS DE LAS ENTIDADES SIN ÁNIMO DE LUCRO QUE DESARROLLEN ACTUACIONES DESTINADAS A CUMPLIR CON LOS OBJETIVOS DE LA RESERVA DE LA BIOSFERA DE LANZAROTE.";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/919911";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"375";"baja";"pendiente";"";"";"919433";"Convocatoria de subvenciones de Cooperación al Desarrollo, anualidad 2026.";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://diputacionalicante.sedelectronica.es/";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"376";"baja";"pendiente";"";"";"920726";"Convocatoria de subvenciones dirigida a ayuntamientos, mancomunidades y entidades locales menores de Mallorca para actuaciones de administración electrónica, digitalización y ciber-seguridad.";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/920726";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"377";"baja";"pendiente";"";"";"920632";"CONVOCATORIA DE SUBVENCIONES, EN RÉGIMEN DE CONCURRENCIA COMPETITIVA, DESTINADAS A LA REALIZACIÓN DE PROYECTOS DE COOPERACIÓN DE DESARROLLO LOCAL CON ENTIDADES LOCALES DEL SUR, AÑO 2026";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://sedeelectronica.pamplona.es";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"378";"baja";"pendiente";"";"";"922200";"CONVOCATORIA DE UNA BECA DE FORMACIÓN PRÁCTICA PARA TITULADOS UNIVERSITARIOS EN DERECHO EN LA SECRETARÍA GENERAL DE LA CONSEJERÍA DE DESARROLLO RURAL, GANADERÍA, PESCA, Y ALIMENTACIÓN.";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/922200";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"379";"baja";"pendiente";"";"";"895135";"CONVOCATORIA INSTRUMENTAL. RESOLUCION DE PRESIDENCIA Nº141 DE 24/3/26 DE IPRODECO SUBVENCION A FEDACO PARA GASTOS CORRIENTES DEL PROYECTO ""ELABORACION DE MAPAS DE CALOR SECTORIALES""";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/895135";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"380";"baja";"pendiente";"";"";"920301";"CONVOCATORIA PARA 2027 LAS AYUDAS A LA TRANSFORMACIÓN Y COMERCIALIZACIÓN DE PRODUCTOS DE LA PESCA Y DE LA ACUICULTURA COFINANCIADAS POR EL FONDO EUROPEO MARÍTIMO, DE PESCA Y DE ACUICULTURA (FEMPA).";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/920301";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"381";"baja";"pendiente";"";"";"923508";"CONVOCATORIA PARA LA CONCESIÓN DE SUBVENCIONES A LAS ASOCIACIONES DEL MUNICIPIO De ONTINYENT QUE DESARROLLAN PROYECTOS PARA PROMOVER LA IGUALDAD ENTRE MUJERES Y HOMBRES Y/O PREVENIR Y ERRADICAR TODO TIPOS DE VIOLENCIA DE GÉNERO. AÑO 2026";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/923508";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"382";"baja";"pendiente";"";"";"920857";"CONVOCATORIA PARA LA CONCESIÓN DE SUBVENCIONES PARA ACTIVIDADES DE FOMENTO Y DESARROLLO DE LA ACTIVIDAD ECONÓMICA EN EL AÑO 2026";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://binefar.sedipualba.es/";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"383";"baja";"pendiente";"";"";"919049";"Convocatoria para la concesión de subvenciones para el desarrollo de programaciones anuales de las entidades de la Comarca de Campo de Daroca durante el ejercicio 2026";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://campodedaroca.sedelectronica.es/transparency/f57d2fdd-528e-4c3f-88c5-0fd93c012638/";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"384";"baja";"pendiente";"";"";"889451";"Convocatoria para la concesión de subvenciones para fomentar el conocimiento de la economía social, fomentando el asociacionismo.";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/889451";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"385";"baja";"pendiente";"";"";"920888";"CONVOCATORIA PÚBLICA DE SUBVENCIONES A ASOCIACIONES Y ENTIDADES SIN ÁNIMO DE LUCRO PARA EL DESARROLLO DE PROYECTOS DE ACTUACIÓN EN EL ÁMBITO DE LA MIGRACIÓN, ACOGIDA Y COHESIÓN SOCIAL EN LA CIUDAD DE ALICANTE, PARA EL AÑO 2026.";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/920888";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"386";"baja";"pendiente";"";"";"920514";"CONVOCATORIA PÚBLICA DE SUBVENCIONES A ENTIDADES SIN ÁNIMO DE LUCRO QUE DESARROLLEN PROYECTOS DE VOLUNTARIADO EN LA CIUDAD DE ALICANTE, AÑO 2026.";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/920514";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"387";"baja";"pendiente";"";"";"890116";"DECRETO DE CONCESIÓN DIRECTA A PROFOMUR PARA ACTUACIONES DE BIOECONOMÍA A DESARROLLAR EN MUNICIPIOS Y ZONAS RURALES CON ESPECIALES DIFICULTADES DEMOGRÁFICAS Y QUE PERMITAN INCENTIVAR SU DESARROLLO ECONÓMICO Y SOCIAL EN EL MARCO DEL PRTR C4.I4";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/890116";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"388";"baja";"pendiente";"";"";"920165";"DECRETO FORAL 00148/2026, de 17 de julio, de la Diputada General por el que se concede una subvención directa a la Asociación Deportiva Cultural Sail In Festival para el desarrollo de las actuaciones necesarias para la realización del evento Sail Inn Pro";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.ebizkaia.eus/es/catalogo-de-tramites-y-servicios";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"389";"baja";"pendiente";"";"";"919766";"DECRETO FORAL de la Diputada General por el que se concede una subvención directa a la entidad Fundación Unicef-Comité español para el desarrollo y ejecución del proyecto Emergencia en Venezuela- Respuesta al terremoto";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.ebizkaia.eus/es/catalogo-de-tramites-y-servicios";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"390";"baja";"pendiente";"";"";"919620";"DECRETO FORAL de la Diputada General, por el que se concede una subvención directa nominativa a la ASOCIACIÓN PERTSONALDE PARA LA ACOGIDA, LA INTEGRACIÓN SOCIAL Y LA COOPERACIÓN AL DESARROLLO";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.ebizkaia.eus/es/catalogo-de-tramites-y-servicios";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"391";"baja";"pendiente";"";"";"920908";"DECRETO FORAL de la Diputada General, por el que se concede una subvención directa nominativa a la entidad Cruz Roja Española para el desarrollo y ejecución del programa Goihabe de atención a personas refugiadas";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.ebizkaia.eus/es/catalogo-de-tramites-y-servicios";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"392";"baja";"pendiente";"";"";"917942";"Decreto número 18270/2026, del 1 de junio, por el que se aprueba el convenio de colaboración entre Ayuntamiento de Terrassa y La Cambra Oficial de Comerç, Indústria i Serveis de Terrassa. Comerç, Indústria i Serveis de Terrassa";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/917942";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"393";"baja";"pendiente";"";"";"921044";"Decreto por el que se regula la concesión directa de subvenciones en el marco del Programa Investigo, cofinanciadas por el Fondo Social Europeo Plus.";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"www.jccm.es";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"394";"baja";"pendiente";"";"";"920429";"Extracto concesión de subvenciones para el fomento y apoyo de actividades e iniciativas para el desarrollo de festejos en los núcleos rurales del concejo de Parres. Ejercicio 2026.";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/920429";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"395";"baja";"pendiente";"";"";"921109";"JG DE 14/07/2026 QUE APRUEBA EL CONVENIO CON LA AGRUPACIÓN DE PRODUCTORES DE VINO CON LA DENOMINACIÓN DE ORIGEN MONDÉJAR, PARA EL DESARROLLO DE DIFERENTES ACCIONES E INICIATIVAS DE PROMOCIÓN DE LA DENOMINACIÓN DE ORIGEN VINO DE MONDÉJAR, AÑO 2026.";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/921109";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"396";"baja";"pendiente";"";"";"920464";"JG DE 14/07/2026 QUE APRUEBA LA CONVOCATORIA DE SUBVENCIONES DESTINADAS A LA FINANCIACIÓN DE GASTOS DE FUNCIONAMIENTO Y ANIMACIÓN DE LOS GRUPOS DE DESARROLLO RURAL DE LA PROVINCIA DE GUADALAJARA, EJERCICIO 2026";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/920464";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"397";"baja";"pendiente";"";"";"916181";"ORDEN Consejera Economía, Competitividad y Empleo, por la que se aprueba para 2026, convocatoria subvenciones para el desarrollo de un Plan Wave Plus destinado a personas trabajadoras prioritariamente ocupadas de Aragón";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/916181";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"398";"baja";"pendiente";"";"";"920087";"ORDEN DBF/ /2026, de……..de julio, por la que se convocan subvenciones para el año 2026, para el desarrollo del servicio de “Casas de Infancia en el Medio Rural Aragonés”, como servicio de conciliación y cuidado de niños y niñas de 0 a 3 años.";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.aragon.es/tramites  procedimiento 11650";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"399";"baja";"pendiente";"";"";"922164";"Orden de 28 de julio de 2026, por la que se convocan las ayudas a la mejora de la comercialización mediante campañas de promoción de los productos pesqueros y acuícolas";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/922164";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"400";"baja";"pendiente";"";"";"923174";"ORDEN FORAL de la Diputada Foral de Empleo, Cohesión Social e Igualdad, por la que se concede a la FUNDACIÓN BILBAO BASKET una subvención directa para el desarrollo del proyecto ""BizkaiLAB 2026";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.ebizkaia.eus/es/catalogo-de-tramites-y-servicios";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"401";"baja";"pendiente";"";"";"922309";"ORDEN FORAL de la Diputada Foral de Empleo, Cohesión Social e Igualdad, por la que se concede una subvención directa nominativa a la entidad Fundación Social Ignacio Ellacuría para el desarrollo y ejecución del programa Goihabe de atención a personas refu";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.ebizkaia.eus/es/catalogo-de-tramites-y-servicios";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"402";"baja";"pendiente";"";"";"896996";"Orden IND/14/2026, de 31 de marzo, por la que se aprueba la convocatoria para el año 2026 de subvenciones destinadas al fomento y la difusión de la economía social y del trabajo autónomo y al apoyo a las entidades representativas de la economía social.";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://sede.cantabira.es";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"403";"baja";"pendiente";"";"";"923242";"Orden IND/38/2026, de 31 de julio, por la que se aprueba la convocatoria de una beca de formación práctica dirigida a postgraduados en la Dirección General de Comercio y Consumo.";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/923242";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"404";"baja";"pendiente";"";"";"898445";"ORDEN PEJ/ /2026, de 29 de abril, por la que se convocan ayudas con destino a la inversión y mejora, así como a la digitalización del pequeño comercio.";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";": https://www.aragon.es/tramitador/-/tramite/ayudas-empresas-impulso-competitividad-comercio/convocatoria-2026";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"405";"baja";"pendiente";"";"";"922783";"Orden por la que se efectúa la convocatoria correspondiente al año 2026 de la Línea 1 del Programa Auto+";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.mintur.gob.es/portalayudas/Paginas/convocatorias-ayudas.aspx";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"406";"baja";"pendiente";"";"";"910968";"Proyectos transversales de economía social y solidaria y e cooperativismo en Cataluña 2026";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/910968";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"407";"baja";"pendiente";"";"";"921360";"Regular la aportación financiera de la Dirección General de Desarrollo Rural del Gobierno de Navarra, a la asociación Euskal Herriko Laborantza Ganbara para el apoyo y mejora de acciones del programa Lurberri";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/921360";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"408";"baja";"pendiente";"";"";"919992";"Res. C. Justicia, Transparencia y Participación que aprueba bases reguladoras subvenciones universidades CV para actuaciones fomento autogobierno, desarrollo Estatuto Aut., Dcho. Foral Civil y señas identidad Pueblo Val., y la convocatoria para 2026.";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"2026-07-22";"https://sede.gva.es/va/inici";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"409";"baja";"pendiente";"";"";"900955";"Resolución de 15 de marzo de 2026 de la Secretaría de Estado de Cultura por la que se convocan las subvenciones a la digitalización y preservación del patrimonio bibliográfico y su difusión mediante repositorios, correspondiente al año 2026.";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://cultura.sede.gob.es/";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"410";"baja";"pendiente";"";"";"915702";"Resolución de 25 de junio de 2026 de la Secretaría de Estado de Economía Social, por la que se aprueba la convocatoria para la concesión de subvenciones a proyectos de economía social y de RSE y para gastos de funcionamiento";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://sede.mites.gob.es/inicio/listado/materia/Subvenciones";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"411";"baja";"pendiente";"";"";"920748";"Resolución del 8 de julio de 2026 por la que se establecen las bases reguladoras para la concesión, en régimen de concurrencia competitiva, de las ayudas para el desarrollo de proyectos audiovisuales gallegos cofinanciadas por la Unión Europea en el marco";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.sede.xunta.gal/portada";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"412";"baja";"pendiente";"";"";"919397";"RESOLUCIÓN por la que se abre el procedimiento de convocatoria pública para la concesión de subvenciones en centros educativos, para el desarrollo de programas de formación e inserción para el curso 2026-2027";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"2026-07-18";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/919397";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"413";"baja";"pendiente";"";"";"921252";"Resolución Rectoral por la que se aprueban las Bases Reguladoras y la Convocatoria de Ayudas económicas para personal investigador postdoctoral de la Universidad de Huelva, financiadas por el Banco Santander. Convocatoria 2026.";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.santanderopenacademy.com";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"414";"baja";"pendiente";"";"";"921481";"SUBV. A OTORGAR POR EL AYUNTAMIENTO DE TOTANA DIRIGIDA A ENT SIN ANIMO DE LUCRO, PARA EL DESARROLLO DE PROY. APOYO A FAMILIAS SOCIALMENTE VULNERABLES CON HIJOS EN EDAD ESCOLAR EN RESPUESTA A SITUACIONES DE ABSENTISMO, FRACASO Y ABANDONO ESCOLAR 2026-2027";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://totana.sedelectronica.es/info.0";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"415";"baja";"pendiente";"";"";"922999";"Subv. Directa 2026 Universidad Extremadura. Desarrollo e Impartición de Formación Universitaria de Postgrado en materia de Prevención de Riesgos Laborales";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/922999";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"416";"baja";"pendiente";"";"";"913021";"Subvención a Consejo Regulador de la denominación de Origen Uva de Mesa Embolsada Vinalopó para digitalización, defensa de la propiedad intelectual y jornada formativa DOP";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/913021";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"417";"baja";"pendiente";"";"";"921037";"Subvención directa 2026 a la Asociación ACCEM para financiar el desarrollo del Programa de acogida e inclusión social para personas refugiadas en situación de vulnerabilidad";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/921037";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"418";"baja";"pendiente";"";"";"918975";"Subvención Directa 2026 a la Sociedad Extremeña de Educación Matemática Ventura Reyes Prósper para la organización y desarrollo de la XXXIV Olimpiada Matemática";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/918975";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"419";"baja";"pendiente";"";"";"897524";"Subvención directa 2026 MRR digitalización Ayuntamiento de Zaragoza";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/897524";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
"420";"baja";"pendiente";"";"";"897521";"Subvención directa 2026 MRR digitalización Consorcio N1 Huesca";"active_status_unverified";"Confirmar plazo futuro o evidencia expresa de ventanilla abierta; si no existe, rechazar.";"";"";"https://www.pap.hacienda.gob.es/bdnstrans/GE/es/convocatorias/897521";"No consta un plazo futuro ni una ventanilla indefinida verificable.";"auditoria_2026-08-06"
